paperId,url,title,abstract,venue,year,referenceCount,citationCount,authors
72a9187b489992cad3d54420611d5039eb6b9d86,https://www.semanticscholar.org/paper/72a9187b489992cad3d54420611d5039eb6b9d86,One Blade for One Purpose: Advancing Math Information Retrieval using Hybrid Search,"Neural retrievers have been shown to be effective for math-aware search. Their ability to cope with math symbol mismatches, to represent highly contextualized semantics, and to learn effective representations are critical to improving math information retrieval. However, the most effective retriever for math remains impractical as it depends on token-level dense representations for each math token, which leads to prohibitive storage demands, especially considering that math content generally consumes more tokens. In this work, we try to alleviate this efficiency bottleneck while boosting math information retrieval effectiveness via hybrid search. To this end, we propose MABOWDOR, a Math-Aware Bestof-Worlds Domain Optimized Retriever, which has an unsupervised structure search component, a dense retriever, and optionally a sparse retriever on top of a domain-adapted backbone learned by context-enhanced pretraining, each addressing a different need in retrieving heterogeneous data from math documents. Our hybrid search outperforms the previous state-of-the-art math IR system while eliminating efficiency bottlenecks. Our system is available at https://github.com/approach0/pya0.",Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,2023.0,86,5,"[{'authorId': '2100393067', 'name': 'Wei Zhong'}, {'authorId': '122045993', 'name': 'Sheng-Chieh Lin'}, {'authorId': '2109723027', 'name': 'Jheng-Hong Yang'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}]"
751563cf0c32fe4dfa43d3416c916f8eb053e5f3,https://www.semanticscholar.org/paper/751563cf0c32fe4dfa43d3416c916f8eb053e5f3,GAIA Search: Hugging Face and Pyserini Interoperability for NLP Training Data Exploration,"Noticing the urgent need to provide tools for fast and user-friendly qualitative analysis of large-scale textual corpora of the modern NLP, we propose to turn to the mature and well-tested methods from the domain of Information Retrieval (IR) - a research field with a long history of tackling TB-scale document collections. We discuss how Pyserini - a widely used toolkit for reproducible IR research can be integrated with the Hugging Face ecosystem of open-source AI libraries and artifacts. We leverage the existing functionalities of both platforms while proposing novel features further facilitating their integration. Our goal is to give NLP researchers tools that will allow them to develop retrieval-based instrumentation for their data analytics needs with ease and agility.We include a Jupyter Notebook-based walk through the core interoperability features, available on GitHub: https://github.com/huggingface/gaia.We then demonstrate how the ideas we present can be operationalized to create a powerful tool for qualitative data analysis in NLP. We present GAIA Search - a search engine built following previously laid out principles, giving access to four popular large-scale text collections. GAIA serves a dual purpose of illustrating the potential of methodologies we discuss but also as a standalone qualitative analysis tool that can be leveraged by NLP researchers aiming to understand datasets prior to using them in training. GAIA is hosted live on Hugging Face Spaces: https://huggingface.co/spaces/spacerini/gaia.",Annual Meeting of the Association for Computational Linguistics,2023.0,54,5,"[{'authorId': '120174856', 'name': 'Aleksandra Piktus'}, {'authorId': '2166106776', 'name': 'Odunayo Ogundepo'}, {'authorId': '2003696840', 'name': 'Christopher Akiki'}, {'authorId': '2175480812', 'name': 'Akintunde Oladipo'}, {'authorId': '2118895402', 'name': 'Xinyu Crystina Zhang'}, {'authorId': '2184031883', 'name': 'Hailey Schoelkopf'}, {'authorId': '103476203', 'name': 'Stella Biderman'}, {'authorId': '3046200', 'name': 'Martin Potthast'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}]"
8be0ec99f80710887e3a8e6bac5fba51a8fd7186,https://www.semanticscholar.org/paper/8be0ec99f80710887e3a8e6bac5fba51a8fd7186,Zero-Shot Listwise Document Reranking with a Large Language Model,"Supervised ranking methods based on bi-encoder or cross-encoder architectures have shown success in multi-stage text ranking tasks, but they require large amounts of relevance judgments as training data. In this work, we propose Listwise Reranker with a Large Language Model (LRL), which achieves strong reranking effectiveness without using any task-specific training data. Different from the existing pointwise ranking methods, where documents are scored independently and ranked according to the scores, LRL directly generates a reordered list of document identifiers given the candidate documents. Experiments on three TREC web search datasets demonstrate that LRL not only outperforms zero-shot pointwise methods when reranking first-stage retrieval results, but can also act as a final-stage reranker to improve the top-ranked results of a pointwise method for improved efficiency. Additionally, we apply our approach to subsets of MIRACL, a recent multilingual retrieval dataset, with results showing its potential to generalize across different languages.",arXiv.org,2023.0,30,18,"[{'authorId': '2461713', 'name': 'Xueguang Ma'}, {'authorId': '2118895402', 'name': 'Xinyu Crystina Zhang'}, {'authorId': '1816753042', 'name': 'Ronak Pradeep'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}]"
962052c6ef89d3ae317759df42bc762aab59dc30,https://www.semanticscholar.org/paper/962052c6ef89d3ae317759df42bc762aab59dc30,Anserini Gets Dense Retrieval: Integration of Lucene's HNSW Indexes,"Anserini is a Lucene-based toolkit for reproducible information retrieval research in Java that has been gaining traction in the community. It provides retrieval capabilities for both ""traditional"" bag-of-words retrieval models such as BM25 as well as retrieval using learned sparse representations such as SPLADE. With Pyserini, which provides a Python interface to Anserini, users gain access to both sparse and dense retrieval models, as Pyserini implements bindings to the Faiss vector search library alongside Lucene inverted indexes in a uniform, consistent interface. Nevertheless, hybrid fusion techniques that integrate sparse and dense retrieval models need to stitch together results from two completely different ""software stacks"", which creates unnecessary complexities and inefficiencies. However, the introduction of HNSW indexes for dense vector search in Lucene promises the integration of both dense and sparse retrieval within a single software framework. We explore exactly this integration in the context of Anserini. Experiments on the MS MARCO passage and BEIR datasets show that our Anserini HNSW integration supports (reasonably) effective and (reasonably) efficient approximate nearest neighbor search for dense retrieval models, using only Lucene.",International Conference on Information and Knowledge Management,2023.0,26,3,"[{'authorId': '2461713', 'name': 'Xueguang Ma'}, {'authorId': '16973085', 'name': 'Tommaso Teofili'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}]"
9e3facfdf48fc6fbdeab602647f360ceaf9c6313,https://www.semanticscholar.org/paper/9e3facfdf48fc6fbdeab602647f360ceaf9c6313,MIRACL: A Multilingual Retrieval Dataset Covering 18 Diverse Languages,"Abstract MIRACL is a multilingual dataset for ad hoc retrieval across 18 languages that collectively encompass over three billion native speakers around the world. This resource is designed to support monolingual retrieval tasks, where the queries and the corpora are in the same language. In total, we have gathered over 726k high-quality relevance judgments for 78k queries over Wikipedia in these languages, where all annotations have been performed by native speakers hired by our team. MIRACL covers languages that are both typologically close as well as distant from 10 language families and 13 sub-families, associated with varying amounts of publicly available resources. Extensive automatic heuristic verification and manual assessments were performed during the annotation process to control data quality. In total, MIRACL represents an investment of around five person-years of human annotator effort. Our goal is to spur research on improving retrieval across a continuum of languages, thus enhancing information access capabilities for diverse populations around the world, particularly those that have traditionally been underserved. MIRACL is available at http://miracl.ai/.",Transactions of the Association for Computational Linguistics,2023.0,54,16,"[{'authorId': '2118895402', 'name': 'Xinyu Crystina Zhang'}, {'authorId': '47583894', 'name': 'Nandan Thakur'}, {'authorId': '2166106776', 'name': 'Odunayo Ogundepo'}, {'authorId': '2023642', 'name': 'Ehsan Kamalloo'}, {'authorId': '1419474794', 'name': 'David Alfonso-Hermelo'}, {'authorId': '2238110973', 'name': 'Xiaoguang Li'}, {'authorId': '1688015', 'name': 'Qun Liu'}, {'authorId': '2066076226', 'name': 'Mehdi Rezagholizadeh'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}]"
a08bde10a47059b0ba1e58b425dd080ec9b42339,https://www.semanticscholar.org/paper/a08bde10a47059b0ba1e58b425dd080ec9b42339,Vector Search with OpenAI Embeddings: Lucene Is All You Need,"We provide a reproducible, end-to-end demonstration of vector search with OpenAI embeddings using Lucene on the popular MS MARCO passage ranking test collection. The main goal of our work is to challenge the prevailing narrative that a dedicated vector store is necessary to take advantage of recent advances in deep neural networks as applied to search. Quite the contrary, we show that hierarchical navigable small-world network (HNSW) indexes in Lucene are adequate to provide vector search capabilities in a standard bi-encoder architecture. This suggests that, from a simple cost-benefit analysis, there does not appear to be a compelling reason to introduce a dedicated vector store into a modern""AI stack""for search, since such applications have already received substantial investments in existing, widely deployed infrastructure.",Web Search and Data Mining,2023.0,30,4,"[{'authorId': '145580839', 'name': 'Jimmy J. Lin'}, {'authorId': '1816753042', 'name': 'Ronak Pradeep'}, {'authorId': '2235063355', 'name': 'Tommaso Teofili'}, {'authorId': '2235064158', 'name': 'Jasper Xian'}]"
a4867148c2f692efc6c22c3935a59be2d04ea3e9,https://www.semanticscholar.org/paper/a4867148c2f692efc6c22c3935a59be2d04ea3e9,How to Train Your DRAGON: Diverse Augmentation Towards Generalizable Dense Retrieval,"Various techniques have been developed in recent years to improve dense retrieval (DR), such as unsupervised contrastive learning and pseudo-query generation. Existing DRs, however, often suffer from effectiveness tradeoffs between supervised and zero-shot retrieval, which some argue was due to the limited model capacity. We contradict this hypothesis and show that a generalizable DR can be trained to achieve high accuracy in both supervised and zero-shot retrieval without increasing model size. In particular, we systematically examine the contrastive learning of DRs, under the framework of Data Augmentation (DA). Our study shows that common DA practices such as query augmentation with generative models and pseudo-relevance label creation using a cross-encoder, are often inefficient and sub-optimal. We hence propose a new DA approach with diverse queries and sources of supervision to progressively train a generalizable DR. As a result, DRAGON, our dense retriever trained with diverse augmentation, is the first BERT-base-sized DR to achieve state-of-the-art effectiveness in both supervised and zero-shot evaluations and even competes with models using more complex late interaction (ColBERTv2 and SPLADE++).",Conference on Empirical Methods in Natural Language Processing,2023.0,58,25,"[{'authorId': '122045993', 'name': 'Sheng-Chieh Lin'}, {'authorId': '35584853', 'name': 'Akari Asai'}, {'authorId': '2135230554', 'name': 'Minghan Li'}, {'authorId': '9185192', 'name': 'Barlas Oğuz'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}, {'authorId': '2121361882', 'name': 'Yashar Mehdad'}, {'authorId': '2072801764', 'name': 'Wen-tau Yih'}, {'authorId': '1769736', 'name': 'Xilun Chen'}]"
a490b53568adca4c28f28b9660bbdf6a46bde37c,https://www.semanticscholar.org/paper/a490b53568adca4c28f28b9660bbdf6a46bde37c,MMEAD: MS MARCO Entity Annotations and Disambiguations,"MMEAD, or MS MARCO Entity Annotations and Disambiguations, is a resource for entity links for the MS MARCO datasets. We specify a format to store and share links for both document and passage collections of MS MARCO. Following this specification, we release entity links to Wikipedia for documents and passages in both MS MARCO collections (v1 and v2). Entity links have been produced by the REL and BLINK systems. MMEAD is an easy-to-install Python package, allowing users to load the link data and entity embeddings effortlessly. Using MMEAD takes only a few lines of code. Finally, we show how MMEAD can be used for IR research that uses entity information. We show how to improve recall@1000 and MRR@10 on more complex queries on the MS MARCO v1 passage dataset by using this resource. We also demonstrate how entity expansions can be used for interactive search applications.",Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,2023.0,35,0,"[{'authorId': '1591687213', 'name': 'Chris Kamphuis'}, {'authorId': '2054897807', 'name': 'Aileen Lin'}, {'authorId': '6432982', 'name': 'Siwen Yang'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}, {'authorId': '1701063719', 'name': 'Arjen P. de Vries'}, {'authorId': '1951737', 'name': 'Faegheh Hasibi'}]"
a74c49d96ab32c9bf398a23c9b46f36bfeb6ec4b,https://www.semanticscholar.org/paper/a74c49d96ab32c9bf398a23c9b46f36bfeb6ec4b,Regex-augmented Domain Transfer Topic Classification based on a Pre-trained Language Model: An application in Financial Domain,"A common way to use large pre-trained language models for downstream tasks is to fine tune them using additional layers. This may not work well if downstream domain is a specialized domain whereas the large language model has been pre-trained on a generic corpus. In this paper, we discuss the use of regular expression patterns employed as features for domain knowledge during the process of fine tuning, in addition to domain specific text. Our experiments on real scenario production data show that this method of fine tuning improves the downstream text classification tasks as compared to fine tuning only on domain specific text. We also show that the use of attention network for fine tuning improves results compared to simple linear layers.",arXiv.org,2023.0,25,0,"[{'authorId': '2218487887', 'name': 'Vanessa Liao'}, {'authorId': '2307843', 'name': 'Syed Shariyar Murtaza'}, {'authorId': '152972511', 'name': 'Yifan Nie'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}]"
b408198f2c891720738c385272afeeebcd747268,https://www.semanticscholar.org/paper/b408198f2c891720738c385272afeeebcd747268,HAGRID: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution,"The rise of large language models (LLMs) had a transformative impact on search, ushering in a new era of search engines that are capable of generating search results in natural language text, imbued with citations for supporting sources. Building generative information-seeking models demands openly accessible datasets, which currently remain lacking. In this paper, we introduce a new dataset, HAGRID (Human-in-the-loop Attributable Generative Retrieval for Information-seeking Dataset) for building end-to-end generative information-seeking models that are capable of retrieving candidate quotes and generating attributed explanations. Unlike recent efforts that focus on human evaluation of black-box proprietary search engines, we built our dataset atop the English subset of MIRACL, a publicly available information retrieval dataset. HAGRID is constructed based on human and LLM collaboration. We first automatically collect attributed explanations that follow an in-context citation style using an LLM, i.e. GPT-3.5. Next, we ask human annotators to evaluate the LLM explanations based on two criteria: informativeness and attributability. HAGRID serves as a catalyst for the development of information-seeking models with better attribution capabilities.",arXiv.org,2023.0,57,13,"[{'authorId': '2023642', 'name': 'Ehsan Kamalloo'}, {'authorId': '31036999', 'name': 'A. Jafari'}, {'authorId': '2118895402', 'name': 'Xinyu Crystina Zhang'}, {'authorId': '47583894', 'name': 'Nandan Thakur'}, {'authorId': '145580839', 'name': 'Jimmy J. Lin'}]"
